Block,Lot,Use_Districts_Superseded,Use_Districts_Approved,Additional_Info_Split_Lots_Use,Height_Bulk_Superseded,Height_Bulk_Approved,Additional_Info_Split_Lots_Height,Special_Use_Districts_Approved,Coastal_Zone
6613,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,042,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,045,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,046,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,047,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,048,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,049,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,056,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,076,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6613,078,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6614,001,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6614,002,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6614,003,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6614,004,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6614,005,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6614,006,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6614,007,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6614,008,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6614,010,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,011,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,012,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,013,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,015,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,016,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,017,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,018,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,019,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,020,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,021,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,023,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,024,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,025,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,026,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,027,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,029,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,030,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,032,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,033,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,034,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,035,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,036,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,037,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,038,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,040,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,041,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,042,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,043,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,044,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,047,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,049,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,051,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,053,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6614,055,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,002,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,004,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,009,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,011,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,012,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,013,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,016,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,017,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,018,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,019,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,021,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,022,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,023,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,024,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,025,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,026,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,028,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,029,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,030,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,031,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,032,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,033,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,034,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,035,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,036,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,037,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,038,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,039,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,040,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,041,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,044,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,045,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6615,047,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,048,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,050,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,051,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,052,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,053,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,054,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,056,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,067,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6615,070,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,002,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,003,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,004,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,005,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,006,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,010,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,011,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,012,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,013,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,014,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,015,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,016,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,017,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,018,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,019,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6618,020,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6618,021,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6618,025,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6618,026,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6618,027,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6618,028,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,029,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,030,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,031,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,032,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,033,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,034,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,035,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,036,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,037,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,040,NC-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,061,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6618,063,RH-2,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6618,065,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6618,067,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6619,001,RM-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6619,002,RM-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6619,003,RM-1,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6619,009,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,010,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,011,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,012,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,015,NC-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,016,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,017,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,018,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,019,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,020,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,021,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,022,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,023,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,024,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,025,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,026,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,027,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,031,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,032,NC-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,033,NC-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,034,NC-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,035,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6619,037,RH-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
6620,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,024,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,025,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,026,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,027,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,028,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,029,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,033,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,034,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,035,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,036,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,037,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,038,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,039,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,040,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,042,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,044,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,045,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,047,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,049,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6620,051,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,024,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,029,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,031,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,033,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,034,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,035,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,036,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,037,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,038,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,039,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,040,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,042,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,044,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,045,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,047,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,048,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,049,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,050,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,052,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,056,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6621,058,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,007,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,008,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,009,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,010,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,011,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,012,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,013,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,014,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,015,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,016,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,017,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,018,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,019,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,020,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,021,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,022,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,023,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,024,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,025,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,027,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,028,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,029,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,030,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,031,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,033,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,034,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,035,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,036,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,039,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,040,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,042,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,045,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,046,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,047,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,049,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6630,051,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,001,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,024,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,025,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,027,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,028,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,029,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,030,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,033,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,034,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,035,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,036,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,037,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,038,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,039,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,040,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,044,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,045,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,046,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,049,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,050,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,052,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,054,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,057,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6631,059,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
6632,001,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
6632,002,NC-1,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
